Date,adj close,close,high,low,open,repaired?,volume
2011-07-27,97,97,100,97,99,False,304524
2011-07-28,97,97,98,97,97,False,236246
2011-07-29,96,96,97,95,97,False,284385
2011-08-01,95,95,99,93,96,False,398857
2011-08-02,94,94,96,93,95,False,328175
2011-08-03,92,92,94,91,93,False,350221
2011-08-04,87,87,93,86,92,False,535941
2011-08-05,87,87,88,83,86,False,512488
2011-08-08,81,81,86,80,86,False,521066
2011-08-09,79,79,83,76,81,False,605796
2011-08-10,83,83,83,80,82,False,520144
2011-08-11,86,86,86,81,82,False,502092
2011-08-12,85,85,87,84,86,False,350091
2011-08-15,88,88,88,84,86,False,292796
2011-08-16,87,87,88,86,88,False,375339
2011-08-17,88,88,89,87,87,False,344487
2011-08-18,82,82,88,81,87,False,331275
2011-08-19,82,82,84,79,81,False,148811
2011-08-22,84,84,85,81,82,False,374045
2011-08-23,85,85,86,83,84,False,353947
2011-08-24,85,85,87,85,86,False,294928
2011-08-25,85,85,87,83,85,False,357816
2011-08-26,85,85,86,83,85,False,283261
2011-08-29,87,87,88,85,85,False,208605
2011-08-30,89,89,89,86,88,False,315383
2011-08-31,89,89,90,88,89,False,317696
2011-09-01,89,89,90,88,89,False,282342
2011-09-02,86,86,89,85,89,False,307284
2011-09-06,86,86,87,83,86,False,316166
2011-09-07,89,89,90,86,86,False,313728
2011-09-08,89,89,90,89,90,False,336725
2011-09-09,87,87,90,86,89,False,349238
2011-09-12,88,88,89,85,87,False,355070
2011-09-13,90,90,91,88,89,False,364262
2011-09-14,89,89,90,88,90,False,330978
2011-09-15,89,89,90,88,89,False,296285
2011-09-16,88,88,90,87,89,False,210962
2011-09-19,86,86,88,85,88,False,132221
2011-09-20,87,87,87,85,86,False,264593
2011-09-21,86,86,88,85,87,False,298905
2011-09-22,81,81,85,80,85,False,459998
2011-09-23,80,80,82,78,80,False,427569
2011-09-26,80,80,81,77,80,False,325671
2011-09-27,84,84,85,81,81,False,313568
2011-09-28,81,81,85,81,84,False,282850
2011-09-29,82,82,84,80,81,False,351345
2011-09-30,79,79,83,79,83,False,367957
2011-10-03,78,78,80,77,79,False,392782
2011-10-04,76,76,78,75,76,False,428113
2011-10-05,80,80,80,77,78,False,336067
2011-10-06,83,83,83,79,80,False,386089
2011-10-07,83,83,84,81,83,False,377540
2011-10-10,85,85,86,83,83,False,264825
2011-10-11,86,86,87,84,86,False,362324
2011-10-12,86,86,87,85,85,False,294230
2011-10-13,84,84,85,83,85,False,360268
2011-10-14,87,87,87,84,84,False,274846
2011-10-17,86,86,88,86,87,False,227298
2011-10-18,88,88,89,86,86,False,203765
2011-10-19,86,86,90,86,88,False,112020
2011-10-20,85,85,87,84,86,False,389241
2011-10-21,87,87,89,86,86,False,296555
2011-10-24,91,91,92,87,87,False,484139
2011-10-25,93,93,95,91,92,False,489373
2011-10-26,90,90,94,90,93,False,411445
2011-10-27,94,94,94,91,91,False,327446
2011-10-28,93,93,94,92,94,False,276760
2011-10-31,93,93,94,91,94,False,228561
2011-11-01,92,92,93,89,93,False,351343
2011-11-02,93,93,94,91,92,False,265626
2011-11-03,94,94,95,91,93,False,299987
2011-11-04,94,94,95,93,94,False,295457
2011-11-07,96,96,96,93,94,False,321186
2011-11-08,97,97,97,95,96,False,313566
2011-11-09,96,96,98,95,97,False,445712
2011-11-10,98,98,98,95,96,False,347730
2011-11-11,99,99,99,97,98,False,282786
2011-11-14,98,98,100,97,99,False,351523
2011-11-15,99,99,100,98,98,False,353319
2011-11-16,103,103,103,98,99,False,379612
2011-11-17,99,99,103,98,102,False,194039
2011-11-18,97,97,100,97,99,False,341638
2011-11-21,97,97,98,95,98,False,279104
2011-11-22,98,98,99,97,97,False,319245
2011-11-23,96,96,98,95,98,False,283449
2011-11-25,97,97,98,95,96,False,185841
2011-11-28,98,98,101,97,98,False,311735
2011-11-29,100,100,100,97,98,False,320858
2011-11-30,100,100,102,99,99,False,302863
2011-12-01,100,100,101,99,101,False,275858
2011-12-02,101,101,102,100,100,False,245915
2011-12-05,101,101,102,100,101,False,239380
2011-12-06,101,101,101,100,100,False,217029
2011-12-07,100,100,102,100,101,False,330533
2011-12-08,98,98,102,98,101,False,340677
2011-12-09,99,99,100,97,98,False,318767
2011-12-12,98,98,100,98,100,False,279146
2011-12-13,100,100,101,98,98,False,380754
2011-12-14,95,95,100,94,100,False,377475
2011-12-15,94,94,96,93,95,False,273761
2011-12-16,94,94,95,93,93,False,205893
2011-12-19,94,94,94,93,94,False,114563
2011-12-20,97,97,97,94,94,False,242305
2011-12-21,99,99,99,97,98,False,219505
2011-12-22,100,100,100,99,99,False,151560
2011-12-23,100,100,100,99,99,False,95270
2011-12-27,101,101,102,99,100,False,124238
2011-12-28,99,99,102,99,101,False,164655
2011-12-29,100,100,100,98,100,False,153915
2011-12-30,99,99,100,99,100,False,154064
2012-01-03,103,103,103,100,100,False,275481
2012-01-04,103,103,104,102,103,False,271711
2012-01-05,102,102,104,101,103,False,295615
2012-01-06,102,102,103,101,101,False,290458
2012-01-09,101,101,102,100,102,False,311866
2012-01-10,102,102,103,101,101,False,291273
2012-01-11,101,101,102,101,102,False,311641
2012-01-12,99,99,103,98,101,False,370509
2012-01-13,99,99,100,98,99,False,335624
2012-01-17,101,101,101,99,99,False,341887
2012-01-18,101,101,102,100,101,False,269387
2012-01-19,100,100,102,100,101,False,120170
2012-01-20,98,98,101,98,100,False,304986
2012-01-23,100,100,100,97,98,False,238960
2012-01-24,99,99,100,98,100,False,242477
2012-01-25,99,99,100,98,99,False,322794
2012-01-26,100,100,101,99,100,False,260744
2012-01-27,100,100,101,99,100,False,253456
2012-01-30,99,99,100,98,100,False,215829
2012-01-31,98,98,101,98,99,False,373891
2012-02-01,98,98,99,97,98,False,293554
2012-02-02,96,96,98,95,97,False,331240
2012-02-03,98,98,98,96,97,False,318638
2012-02-06,97,97,98,96,98,False,257715
2012-02-07,98,98,99,96,97,False,415728
2012-02-08,99,99,100,98,99,False,364737
2012-02-09,100,100,100,99,99,False,295425
2012-02-10,99,99,100,97,100,False,307564
2012-02-13,101,101,101,99,99,False,268062
2012-02-14,101,101,102,100,101,False,314286
2012-02-15,102,102,103,101,101,False,278272
2012-02-16,102,102,103,101,102,False,197307
2012-02-17,103,103,104,102,102,False,134499
2012-02-21,106,106,106,104,105,False,316239
2012-02-22,106,106,107,106,106,False,241329
2012-02-23,108,108,109,105,106,False,325662
2012-02-24,110,110,110,108,109,False,267713
2012-02-27,109,109,110,107,110,False,277597
2012-02-28,107,107,109,106,108,False,278723
2012-02-29,107,107,107,105,106,False,353125
2012-03-01,109,109,111,107,107,False,389838
2012-03-02,107,107,109,106,109,False,299664
2012-03-05,107,107,107,106,107,False,237450
2012-03-06,105,105,107,105,107,False,332561
2012-03-07,106,106,107,104,105,False,333242
2012-03-08,107,107,107,106,106,False,279597
2012-03-09,107,107,108,106,107,False,292694
2012-03-12,106,106,108,105,108,False,234727
2012-03-13,107,107,107,106,107,False,282350
2012-03-14,105,105,107,105,107,False,283510
2012-03-15,105,105,106,104,106,False,371039
2012-03-16,107,107,107,105,105,False,192992
2012-03-19,108,108,108,107,107,False,110353
2012-03-20,106,106,108,105,108,False,329535
2012-03-21,107,107,108,106,106,False,252603
2012-03-22,105,105,107,104,107,False,295474
2012-03-23,107,107,108,105,106,False,260269
2012-03-26,107,107,107,106,107,False,162276
2012-03-27,107,107,108,107,107,False,209036
2012-03-28,105,105,107,105,107,False,309064
2012-03-29,103,103,106,102,106,False,319988
2012-03-30,103,103,104,103,103,False,244155
2012-04-02,105,105,105,102,103,False,278097
2012-04-03,104,104,105,104,105,False,245541
2012-04-04,101,101,104,101,104,False,300729
2012-04-05,103,103,103,101,102,False,242903
2012-04-09,102,102,103,101,103,False,205924
2012-04-10,101,101,103,101,102,False,312927
2012-04-11,103,103,103,101,101,False,283008
2012-04-12,104,104,104,102,103,False,271285
2012-04-13,103,103,104,103,104,False,227259
2012-04-16,103,103,103,102,103,False,284959
2012-04-17,104,104,105,103,103,False,244523
2012-04-18,103,103,105,102,104,False,195812
2012-04-19,102,102,103,102,103,False,91398
2012-04-20,103,103,104,102,103,False,225790
2012-04-23,103,103,104,102,104,False,213202
2012-04-24,104,104,104,103,103,False,196136
2012-04-25,104,104,105,103,104,False,276652
2012-04-26,105,105,105,104,104,False,192832
2012-04-27,105,105,105,104,104,False,182104
2012-04-30,105,105,105,104,105,False,211453
2012-05-01,106,106,106,104,105,False,245921
2012-05-02,105,105,106,105,106,False,256649
2012-05-03,103,103,105,102,105,False,316883
2012-05-04,98,98,103,98,103,False,443060
2012-05-07,98,98,98,95,98,False,300474
2012-05-08,97,97,98,96,98,False,333767
2012-05-09,97,97,97,95,97,False,332865
2012-05-10,97,97,98,96,96,False,282314
2012-05-11,96,96,97,96,97,False,260539
2012-05-14,95,95,96,94,96,False,251994
2012-05-15,94,94,95,93,94,False,284712
2012-05-16,93,93,94,92,93,False,308371
2012-05-17,93,93,94,92,93,False,280073
2012-05-18,91,91,93,91,93,False,211749
2012-05-21,93,93,93,91,91,False,107239
2012-05-22,92,92,93,91,93,False,226226
2012-05-23,90,90,92,89,92,False,275522
2012-05-24,91,91,92,90,91,False,231521
2012-05-25,91,91,91,90,91,False,153921
2012-05-29,91,91,92,90,91,False,262562
2012-05-30,88,88,91,87,91,False,297197
2012-05-31,87,87,88,86,88,False,345433
2012-06-01,83,83,87,82,86,False,407579
2012-06-04,84,84,84,81,83,False,309777
2012-06-05,84,84,85,83,84,False,246358
2012-06-06,85,85,86,84,84,False,313102
2012-06-07,85,85,87,83,86,False,339002
2012-06-08,84,84,85,82,84,False,304641
2012-06-11,83,83,87,81,86,False,343211
2012-06-12,83,83,84,81,81,False,320803
2012-06-13,83,83,84,82,84,False,327544
2012-06-14,84,84,84,82,82,False,278944
2012-06-15,84,84,85,83,84,False,216554
2012-06-18,83,83,86,82,85,False,216955
2012-06-19,84,84,84,82,83,False,109008
2012-06-20,82,82,84,81,84,False,413790
2012-06-21,78,78,81,78,81,False,376969
2012-06-22,80,80,80,78,78,False,293224
2012-06-25,79,79,81,78,80,False,249004
2012-06-26,79,79,80,78,79,False,253304
2012-06-27,80,80,81,79,79,False,253006
2012-06-28,78,78,81,77,80,False,310148
2012-06-29,85,85,85,78,78,False,439010
2012-07-02,84,84,85,82,85,False,299104
2012-07-03,88,88,88,83,84,False,336186
2012-07-05,87,87,89,86,88,False,368616
2012-07-06,84,84,87,84,87,False,296204
2012-07-09,86,86,86,84,84,False,256901
